Flag,Type,UK1,Who Equips,Element,UK2,Elemental Resistance,Elemental Null,Status Resist,UK3,AT,MP Per Physical Hit,SP Per Physical Hit,MP Per Magical Hat,SP Per Magical Hat,HP Multiplier,MP Multiplier,SP Multiplier,Magical Resistance,Physical Resistance,Magical Immunity,Physical Immunity,Revive,HP Regen,MP Regen,SP Regen,Escape Bonus,Icon,SPD,AT,MAT,DF,MDF,A-Hit,M-Hit,A-AV,M-AV,Status Chance,UK4,UK5,On Hit Status,Price,Name,Description,Registry ID
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,20,20,0,0,0,0,300,Sage's Cloak,Increases A-AV§and M-AV by§by 20 pts.,lod:sage's_cloak
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,50,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Physical Ring,Raises maximum§HP 50%.,lod:physical_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,100,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Amulet,Doubles §maximum MP.,lod:amulet
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,50,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wargod's Sash,Raises SP 50%.,lod:wargods_sash
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spirit Ring,Recovers SP §each turn.,lod:spirit_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Therapy Ring,Recovers HP  §each turn.,lod:therapy_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mage Ring,Recovers MP §each turn.,lod:mage_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,20,20,0,0,0,0,0,0,1,Wargod's Amulet,Increases hit §rate for attacking§all by 20%.,lod:wargods_amulet
128,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Talisman,Avoids instant§death.,lod:talisman
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,50,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Holy Ankh,Revives from §death with a §given probability.,lod:holy_ankh
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,1,Dancer's Ring,Increases agility§by 20 pts.,lod:dancers_ring
0,8,32,247,0,0,0,0,255,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bandit's Ring,Increases agility§by 20 pts.,lod:bandits_ring
0,8,32,247,0,0,128,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Red-Eye Stone,Reduces damage§from fire-based §attack by half.,lod:red-eye_stone
0,8,32,247,0,0,64,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jade Stone,Reduces damage§from wind-based§attack by half.,lod:jade_stone
0,8,32,247,0,0,32,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Silver Stone,Reduces damage§from light-based§attack by half.,lod:silver_stone
0,8,32,247,0,0,4,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Darkness Stone,Reduces damage§from darkness-based§attacks by half.,lod:darkness_stone
0,8,32,247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blue Sea Stone,Reduces damage§from water-based§attack by half.,lod:blue_sea_stone
0,8,32,247,0,0,16,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Violet Stone,Reduces damage§from thunder-based§attack by half.,lod:violet_stone
0,8,32,247,0,0,2,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Golden Stone,Reduces damage§from earth-based§attack by half.,lod:golden_stone
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,50,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Ruby Ring,When damaged by§magic SP is §accumulated.,lod:ruby_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,10,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Sapphire Pin,When damaged by§magic MP is §accumulated.,lod:sapphire_pin
0,8,32,247,0,0,0,0,255,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rainbow Earring,Avoids all§abnormal status.,lod:rainbow_earring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Emerald Earring,When physically§damaged SP is§accumulated.,lod:emerald_earring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,lod:_
0,8,32,247,0,0,0,0,0,0,0,10,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Platinum Collar,When physically§damaged MP is§accumulated.,lod:platinum_collar
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,false,false,0,0,0,0,0,23,0,0,0,127,0,0,0,0,0,0,0,0,0,5000,Phantom Shield,Reduces damage§from all attacks §by half.,lod:phantom_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,0,0,0,0,0,23,0,0,0,127,0,0,0,0,0,0,0,0,0,1,Dragon Shield,Reduces physical§damage by half.,lod:dragon_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,false,false,0,0,0,0,0,23,0,0,0,0,127,0,0,0,0,0,0,0,0,1,Angel Scarf,Reduces damage§from magic§by half.,lod:angel_scarf
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bracelet, ,lod:bracelet
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,75,Fake Power Wrist,May slightly§increase physical §attack power.,lod:fake_power_wrist
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,75,Fake Shield,May slightly§increase physical§defense power.,lod:fake_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,75, , ,lod:_
0,8,32,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Wargod Calling,Automatic Addition:§Half Damage and SP.,lod:wargod_calling
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultimate Wargod,Makes Addition§completely§successful.,lod:ultimate_wargod
